nom_commune,code_insee_commune,code_siren_epci,nom_document,nature_document,id_gpu,date_approbation,niveau_couverture,lien_reglement,date_traitement,statut
Pfulgriesheim,67375,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Plaine,67377,246700306,,,,,,,2026-08-12,RNU confirmé
Plobsheim,67378,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Preuschdorf,67379,200013050,,,,,,,2026-08-12,trou de couverture
Printzheim,67380,200068112,Plan Local d'Urbanisme (PLU) de la commune de PRINTZHEIM,PLU,5efb9b5e06dc686b9c2a2ac17632ff2d,10/08/2020 18:12:36,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/5efb9b5e06dc686b9c2a2ac17632ff2d/files/67380_reglement_20200717.pdf,2026-08-12,document trouvé
Puberg,67381,200067783,,,,,,,2026-08-12,trou de couverture
Quatzenheim,67382,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Rangen,67383,200068864,Plan Local d'Urbanisme (PLU) de la commune de RANGEN,PLU,52c5d95532a99b5b37fbb562bcd48674,23/01/2024 11:36:03,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/52c5d95532a99b5b37fbb562bcd48674/files/67383_reglement_20231220.pdf,2026-08-12,document trouvé
Ranrupt,67384,246700306,Plan Local d'Urbanisme (PLU) de la commune de RANRUPT,PLU,9a0a52b71cbf951553a3f2b986718b7d,15/09/2023 10:37:43,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/9a0a52b71cbf951553a3f2b986718b7d/files/67384_reglement_20230515.pdf,2026-08-12,document trouvé
Ratzwiller,67385,200067841,Plan Local d'Urbanisme (PLU) de la commune de RATZWILLER,PLU,e3fe0bfab4510a97f9895311d39df774,17/01/2023 10:00:43,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/e3fe0bfab4510a97f9895311d39df774/files/67385_reglement_20221209.pdf,2026-08-12,document trouvé
Rauwiller,67386,200067841,,,,,,,2026-08-12,trou de couverture
Reichsfeld,67387,200034270,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE BARR,PLUi,d5d57b13334e4b7e4e0bbc3ca70df84f,16/01/2025 15:04:28,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/d5d57b13334e4b7e4e0bbc3ca70df84f/files/200034270_reglement_20250107.pdf,2026-08-12,document trouvé
Reichshoffen,67388,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Reichstett,67389,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Reinhardsmunster,67391,200068112,,,,,,,2026-08-12,trou de couverture
Reipertswiller,67392,200067783,,,,,,,2026-08-12,trou de couverture
Retschwiller,67394,200040178,Plan Local d'Urbanisme (PLU) de la commune de RETSCHWILLER,PLU,367b738386dd46d1c0dc10f9e1dd1d8f,09/04/2025 15:04:41,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/367b738386dd46d1c0dc10f9e1dd1d8f/files/67394_reglement_20250402.pdf,2026-08-12,document trouvé
Reutenbourg,67395,200068112,,,,,,,2026-08-12,trou de couverture
Rexingen,67396,200067841,,,,,,,2026-08-12,trou de couverture
Rhinau,67397,200067924,,,,,,,2026-08-12,trou de couverture
Richtolsheim,67398,200030526,,,,,,,2026-08-12,trou de couverture
Riedseltz,67400,246700926,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE WISSEMBOURG,PLUi,c2e8753ac76f6b65769ace248d30f1ca,11/06/2026 10:23:33,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/c2e8753ac76f6b65769ace248d30f1ca/files/246700926_reglement_20260601.pdf,2026-08-12,document trouvé
Rimsdorf,67401,200067841,Plan Local d'Urbanisme (PLU) de la commune de RIMSDORF,PLU,a140daa327d42ef2ed7d0d1a0d4d14d7,05/02/2026 18:26:28,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/a140daa327d42ef2ed7d0d1a0d4d14d7/files/67401_reglement_20251222.pdf,2026-08-12,document trouvé
Ringendorf,67403,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Rittershoffen,67404,200040178,Plan Local d'Urbanisme intercommunal (PLUi) DE L'OUTRE-FORET partie A,PLUi,284928e1449906994f1323c4fc818562,23/07/2026 09:49:19,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/284928e1449906994f1323c4fc818562/files/200040178_reglement_20260629_A.pdf,2026-08-12,document trouvé
Rœschwoog,67405,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Rohr,67406,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Rohrwiller,67407,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Romanswiller,67408,200068864,Plan Local d'Urbanisme (PLU) de la commune de ROMANSWILLER,PLU,c1efdd663a79def1d7d8023cc670d1d6,02/04/2026 17:14:41,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/c1efdd663a79def1d7d8023cc670d1d6/files/67408_reglement_20260310.pdf,2026-08-12,document trouvé
Roppenheim,67409,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Rosenwiller,67410,246700744,Plan Local d'Urbanisme (PLU) de la commune de ROSENWILLER,PLU,95d1353266453723447fb10f024c31fa,29/08/2018 09:12:47,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/95d1353266453723447fb10f024c31fa/files/67410_reglement_20180413.pdf,2026-08-12,document trouvé
Rosheim,67411,246700744,Plan Local d'Urbanisme (PLU) de la commune de ROSHEIM,PLU,f522633aaf74c2660da5a1e1c77fd9a8,29/07/2025 11:24:15,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/f522633aaf74c2660da5a1e1c77fd9a8/files/67411_reglement_20250414.pdf,2026-08-12,document trouvé
Rossfeld,67412,200067924,Plan Local d'Urbanisme (PLU) de la commune de ROSSFELD,PLU,38f819380a62ec6f648908ec00bae9b5,30/01/2023 15:42:42,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/38f819380a62ec6f648908ec00bae9b5/files/67412_reglement_20210923.pdf,2026-08-12,document trouvé
Rosteig,67413,200067783,,,,,,,2026-08-12,trou de couverture
Rothau,67414,246700306,,,,,,,2026-08-12,trou de couverture
Rothbach,67415,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Rott,67416,246700926,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE WISSEMBOURG,PLUi,c2e8753ac76f6b65769ace248d30f1ca,11/06/2026 10:23:33,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/c2e8753ac76f6b65769ace248d30f1ca/files/246700926_reglement_20260601.pdf,2026-08-12,document trouvé
Rottelsheim,67417,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Rountzenheim-Auenheim,67418,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Russ,67420,246700306,Plan Local d'Urbanisme (PLU) de la commune de RUSS,PLU,55d11db5ff9148c968ca57e6e9952208,02/01/2023 14:26:50,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/55d11db5ff9148c968ca57e6e9952208/files/67420_reglement_20210923.pdf,2026-08-12,document trouvé
Saales,67421,246700306,,,,,,,2026-08-12,trou de couverture
Saasenheim,67422,200030526,,,,,,,2026-08-12,trou de couverture
Saessolsheim,67423,200068112,Carte Communale (CC) de la commune de SAESSOLSHEIM,CC,e41a15352aa0b96dd48529c3e94e677f,08/04/2020 07:32:54,commune,,2026-08-12,document trouvé
Saint-Blaise-la-Roche,67424,246700306,,,,,,,2026-08-12,RNU confirmé
Saint-Jean-Saverne,67425,200068112,,,,,,,2026-08-12,trou de couverture
Saint-Martin,67426,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Saint-Maurice,67427,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Saint-Nabor,67428,246700744,,,,,,,2026-08-12,trou de couverture
Saint-Pierre,67429,200034270,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE BARR,PLUi,d5d57b13334e4b7e4e0bbc3ca70df84f,16/01/2025 15:04:28,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/d5d57b13334e4b7e4e0bbc3ca70df84f/files/200034270_reglement_20250107.pdf,2026-08-12,document trouvé
Saint-Pierre-Bois,67430,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Salmbach,67432,200041283,,,,,,,2026-08-12,trou de couverture
Sand,67433,200067924,Plan Local d'Urbanisme (PLU) de la commune de SAND,PLU,df3f10e0d71211fc007fed1d5a595587,06/08/2026 15:07:53,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/df3f10e0d71211fc007fed1d5a595587/files/67433_reglement_20260720.pdf,2026-08-12,document trouvé
Sarre-Union,67434,200067841,,,,,,,2026-08-12,trou de couverture
Sarrewerden,67435,200067841,,,,,,,2026-08-12,trou de couverture
Saulxures,67436,246700306,,,,,,,2026-08-12,RNU confirmé
Saverne,67437,200068112,Plan Local d'Urbanisme (PLU) de la commune de SAVERNE,PLU,bd0a83691a574e653484e7c0565196c1,07/06/2024 10:48:31,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/bd0a83691a574e653484e7c0565196c1/files/67437_reglement_20240418.pdf,2026-08-12,document trouvé
Schaeffersheim,67438,200067924,Plan Local d'Urbanisme (PLU) de la commune de SCHAEFFERSHEIM,PLU,c94af61fe2f76964237ffd045a7410ee,24/02/2026 12:59:40,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/c94af61fe2f76964237ffd045a7410ee/files/67438_reglement_20250911.pdf,2026-08-12,document trouvé
Schaffhouse-près-Seltz,67440,200041283,,,,,,,2026-08-12,trou de couverture
Schalkendorf,67441,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Scharrachbergheim-Irmstett,67442,200068864,Plan Local d'Urbanisme (PLU) de la commune de SCHARRACHBERGHEIM-IRMSTETT,PLU,96654dc58f57514e35f16c4f83bc592d,19/07/2024 16:33:26,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/96654dc58f57514e35f16c4f83bc592d/files/67442_reglement_20240711.pdf,2026-08-12,document trouvé
Scheibenhard,67443,200041283,Plan Local d'Urbanisme (PLU) de la commune de SCHEIBENHARD,PLU,fc6bee104103d89651e5a0410d49cd49,11/05/2020 09:11:58,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/fc6bee104103d89651e5a0410d49cd49/files/67443_reglement_20200303.pdf,2026-08-12,document trouvé
Scherlenheim,67444,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Scherwiller,67445,246700967,Plan Local d'Urbanisme (PLU) de la commune de SCHERWILLER,PLU,b41a7e70e8fbeb0240065dde230a8ce6,17/04/2023 10:55:29,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/b41a7e70e8fbeb0240065dde230a8ce6/files/67445_reglement_20230228.pdf,2026-08-12,document trouvé
Schillersdorf,67446,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Schiltigheim,67447,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Schirmeck,67448,246700306,Plan Local d'Urbanisme (PLU) de la commune de SCHIRMECK,PLU,d0dd2ff09a9715dabbc034b0b9e0c4f7,02/04/2025 11:48:17,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/d0dd2ff09a9715dabbc034b0b9e0c4f7/files/67448_reglement_20250324.pdf,2026-08-12,document trouvé
Schirrhein,67449,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Schirrhoffen,67450,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Schleithal,67451,246700926,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE WISSEMBOURG,PLUi,c2e8753ac76f6b65769ace248d30f1ca,11/06/2026 10:23:33,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/c2e8753ac76f6b65769ace248d30f1ca/files/246700926_reglement_20260601.pdf,2026-08-12,document trouvé
Schnersheim,67452,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Schœnau,67453,200030526,,,,,,,2026-08-12,RNU confirmé
Schœnbourg,67454,200067783,,,,,,,2026-08-12,trou de couverture
Schœnenbourg,67455,200040178,Plan Local d'Urbanisme (PLU) de la commune de SCHOENENBOURG,PLU,4a9aae89f672f8ee2745b3e1fbf32e22,13/03/2025 09:29:40,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/4a9aae89f672f8ee2745b3e1fbf32e22/files/67455_reglement_20250225.pdf,2026-08-12,document trouvé
Schopperten,67456,200067841,,,,,,,2026-08-12,trou de couverture
Schweighouse-sur-Moder,67458,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Schwenheim,67459,200068112,,,,,,,2026-08-12,trou de couverture
Schwindratzheim,67460,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Schwobsheim,67461,200030526,,,,,,,2026-08-12,trou de couverture
Sélestat,67462,246700967,Plan Local d'Urbanisme (PLU) de la commune de SELESTAT,PLU,55aa85974c768b0532e5800423bc3f19,30/07/2026 07:50:30,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/55aa85974c768b0532e5800423bc3f19/files/67462_reglement_20260716.pdf,2026-08-12,document trouvé
Seltz,67463,200041283,Plan Local d'Urbanisme (PLU) de la commune de SELTZ,PLU,6be25972559a76cd8a0914542c4a57e1,04/11/2025 15:29:13,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/6be25972559a76cd8a0914542c4a57e1/files/67463_reglement_20251013.pdf,2026-08-12,document trouvé
Sermersheim,67464,200067924,,,,,,,2026-08-12,trou de couverture
Sessenheim,67465,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Siegen,67466,200041283,,,,,,,2026-08-12,trou de couverture
Siewiller,67467,200067841,,,,,,,2026-08-12,trou de couverture
Siltzheim,67468,200070746,Plan Local d'Urbanisme (PLU) de la commune de SILTZHEIM,PLU,fb895f6d9da393ab005775b75a905c35,29/01/2024 18:46:04,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/fb895f6d9da393ab005775b75a905c35/files/67468_reglement_20231120.pdf,2026-08-12,document trouvé
Solbach,67470,246700306,,,,,,,2026-08-12,RNU confirmé
Souffelweyersheim,67471,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Soufflenheim,67472,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Soultz-les-Bains,67473,246701064,Plan Local d'Urbanisme (PLU) de la commune de SOULTZ-LES-BAINS,PLU,f7d95126a3f30f4c0fafa5c8bd05ca86,09/10/2025 18:05:16,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/f7d95126a3f30f4c0fafa5c8bd05ca86/files/67473_reglement_20250708.pdf,2026-08-12,document trouvé
Soultz-sous-Forêts,67474,200040178,Plan Local d'Urbanisme intercommunal (PLUi) DE L'OUTRE-FORET partie A,PLUi,284928e1449906994f1323c4fc818562,23/07/2026 09:49:19,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/284928e1449906994f1323c4fc818562/files/200040178_reglement_20260629_A.pdf,2026-08-12,document trouvé
Sparsbach,67475,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Stattmatten,67476,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Steige,67477,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Steinbourg,67478,200068112,,,,,,,2026-08-12,trou de couverture
Steinseltz,67479,246700926,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE WISSEMBOURG,PLUi,c2e8753ac76f6b65769ace248d30f1ca,11/06/2026 10:23:33,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/c2e8753ac76f6b65769ace248d30f1ca/files/246700926_reglement_20260601.pdf,2026-08-12,document trouvé
Still,67480,246701064,Plan Local d'Urbanisme (PLU) de la commune de STILL,PLU,d3357caf08fc5236fcb66a3c6a40712c,28/04/2023 09:51:05,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/d3357caf08fc5236fcb66a3c6a40712c/files/67480_reglement_20230303.pdf,2026-08-12,document trouvé
Stotzheim,67481,200034270,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE BARR,PLUi,d5d57b13334e4b7e4e0bbc3ca70df84f,16/01/2025 15:04:28,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/d5d57b13334e4b7e4e0bbc3ca70df84f/files/200034270_reglement_20250107.pdf,2026-08-12,document trouvé
Strasbourg,67482,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Strasbourg,67482,246700488,Plan de Sauvegarde et de Mise en Valeur (PSMV) STRASBOURG,PSMV,5ef7415de742b3e83e90bd4ca2f8e2f0,26/07/2023 14:45:48,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/5ef7415de742b3e83e90bd4ca2f8e2f0/files/67482_reglement_20230707.pdf,2026-08-12,PSMV additionnel
Struth,67483,200067783,,,,,,,2026-08-12,trou de couverture
Stundwiller,67484,200040178,Plan Local d'Urbanisme intercommunal (PLUi) DE L'OUTRE-FORET partie A,PLUi,284928e1449906994f1323c4fc818562,23/07/2026 09:49:19,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/284928e1449906994f1323c4fc818562/files/200040178_reglement_20260629_A.pdf,2026-08-12,document trouvé
Stutzheim-Offenheim,67485,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Sundhouse,67486,200030526,Plan Local d'Urbanisme (PLU) de la commune de SUNDHOUSE,PLU,ac4c30039ed8446e051bfb4b7194476e,08/01/2025 12:01:01,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/ac4c30039ed8446e051bfb4b7194476e/files/67486_reglement_20241217.pdf,2026-08-12,document trouvé
Surbourg,67487,200040178,Plan Local d'Urbanisme intercommunal (PLUi) DE L'OUTRE-FORET partie A,PLUi,284928e1449906994f1323c4fc818562,23/07/2026 09:49:19,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/284928e1449906994f1323c4fc818562/files/200040178_reglement_20260629_A.pdf,2026-08-12,document trouvé
Thal-Drulingen,67488,200067841,,,,,,,2026-08-12,trou de couverture
Thal-Marmoutier,67489,200068112,,,,,,,2026-08-12,trou de couverture
Thanvillé,67490,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Tieffenbach,67491,200067783,,,,,,,2026-08-12,trou de couverture
