nom_commune,code_insee_commune,code_siren_epci,nom_document,nature_document,id_gpu,date_approbation,niveau_couverture,lien_reglement,date_traitement,statut
Lixhausen,67270,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Lobsann,67271,200013050,,,,,,,2026-08-12,trou de couverture
Lochwiller,67272,200068112,,,,,,,2026-08-12,trou de couverture
Lohr,67273,200067783,,,,,,,2026-08-12,trou de couverture
Lorentzen,67274,200067841,Plan Local d'Urbanisme (PLU) de la commune de LORENTZEN,PLU,6323ebfdb5e4067dc63f9a2c212d715b,16/05/2024 14:50:19,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/6323ebfdb5e4067dc63f9a2c212d715b/files/67274_reglement_20240314.pdf,2026-08-12,document trouvé
Lupstein,67275,200068112,Plan Local d'Urbanisme (PLU) de la commune de LUPSTEIN,PLU,ad6748bd26d5270fed09bf7e8c200b8d,24/03/2020 12:12:57,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/ad6748bd26d5270fed09bf7e8c200b8d/files/67275_reglement_20191211.pdf,2026-08-12,document trouvé
Lutzelhouse,67276,246700306,,,,,,,2026-08-12,trou de couverture
Mackenheim,67277,200030526,Plan Local d'Urbanisme (PLU) de la commune de MACKENHEIM,PLU,3a36cdc19d5e9f5776a864d1cfc09e54,10/06/2020 09:05:39,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/3a36cdc19d5e9f5776a864d1cfc09e54/files/67277_reglement_20200203.pdf,2026-08-12,document trouvé
Mackwiller,67278,200067841,,,,,,,2026-08-12,trou de couverture
Maennolsheim,67279,200068112,,,,,,,2026-08-12,trou de couverture
Maisonsgoutte,67280,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Marckolsheim,67281,200030526,Plan Local d'Urbanisme (PLU) de la commune de MARCKOLSHEIM,PLU,17ea7c671fae36cad3dfe829cabe8989,24/03/2026 15:36:08,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/17ea7c671fae36cad3dfe829cabe8989/files/67281_reglement_20260305.pdf,2026-08-12,document trouvé
Marlenheim,67282,200068864,Plan Local d'Urbanisme (PLU) de la commune de MARLENHEIM,PLU,e8505c9b21a7672bf4fe62e4baae6541,03/01/2023 14:22:50,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/e8505c9b21a7672bf4fe62e4baae6541/files/67282_reglement_20221128.pdf,2026-08-12,document trouvé
Marmoutier,67283,200068112,Plan Local d’Urbanisme (PLU) de la commune de MARMOUTIER,PLU,3a838b7e0825b454496a2bc46d118126,30/07/2021 12:31:58,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/3a838b7e0825b454496a2bc46d118126/files/67283_reglement_20210628.pdf,2026-08-12,document trouvé
Matzenheim,67285,200067924,Plan Local d'Urbanisme (PLU) de la commune de MATZENHEIM,PLU,2c99b98333df5e6daa4fab9472eb8f0a,07/06/2024 13:18:00,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/2c99b98333df5e6daa4fab9472eb8f0a/files/67285_reglement_20210825.pdf,2026-08-12,document trouvé
Meistratzheim,67286,246701080,,,,,,,2026-08-12,trou de couverture
Melsheim,67287,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Memmelshoffen,67288,200040178,Plan Local d'Urbanisme (PLU) de la commune de MEMMELSHOFFEN,PLU,db53fa8a615ab6ceab2b51a8653c545c,14/05/2025 10:40:33,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/db53fa8a615ab6ceab2b51a8653c545c/files/67288_reglement_20250430.pdf,2026-08-12,document trouvé
Menchhoffen,67289,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Merkwiller-Pechelbronn,67290,200013050,,,,,,,2026-08-12,trou de couverture
Mertzwiller,67291,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Mietesheim,67292,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Minversheim,67293,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Mittelbergheim,67295,200034270,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE BARR,PLUi,d5d57b13334e4b7e4e0bbc3ca70df84f,16/01/2025 15:04:28,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/d5d57b13334e4b7e4e0bbc3ca70df84f/files/200034270_reglement_20250107.pdf,2026-08-12,document trouvé
Mittelhausbergen,67296,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Mittelschaeffolsheim,67298,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Mollkirch,67299,246700744,Plan Local d'Urbanisme (PLU) de la commune de MOLLKIRCH,PLU,402e585250d20814137c2c9db5f5529a,27/02/2023 08:28:03,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/402e585250d20814137c2c9db5f5529a/files/67299_reglement_20221219.pdf,2026-08-12,document trouvé
Molsheim,67300,246701064,Plan Local d'Urbanisme (PLU) de la commune de MOLSHEIM,PLU,793f094f1ffac726a071fb489baf0e43,10/01/2023 10:54:21,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/793f094f1ffac726a071fb489baf0e43/files/67300_reglement_20221220.pdf,2026-08-12,document trouvé
Mommenheim,67301,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Monswiller,67302,200068112,Plan Local d'Urbanisme (PLU) de la commune de MONSWILLER,PLU,64d0b4127ea42b9de62a1e7ea87e5b22,24/07/2026 12:53:02,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/64d0b4127ea42b9de62a1e7ea87e5b22/files/67302_reglement_20260709.pdf,2026-08-12,document trouvé
Morsbronn-les-Bains,67303,200013050,Plan Local d'Urbanisme (PLU) de la commune de MORSBRONN-LES-BAINS,PLU,58f0265aacb541d67e1eb088d94c3b33,05/06/2020 14:58:26,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/58f0265aacb541d67e1eb088d94c3b33/files/67303_reglement_20150526.pdf,2026-08-12,document trouvé
Morschwiller,67304,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Mothern,67305,200041283,,,,,,,2026-08-12,trou de couverture
Muhlbach-sur-Bruche,67306,246700306,,,,,,,2026-08-12,trou de couverture
Mulhausen,67307,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Munchhausen,67308,200041283,Plan Local d’Urbanisme (PLU) de la commune de MUNCHHAUSEN,PLU,2e782afabec0a8c1c78ec25955bff2c3,20/12/2021 10:07:47,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/2e782afabec0a8c1c78ec25955bff2c3/files/67308_reglement_20211115.pdf,2026-08-12,document trouvé
Mundolsheim,67309,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Mussig,67310,246700967,,,,,,,2026-08-12,trou de couverture
Muttersholtz,67311,246700967,Plan Local d'Urbanisme (PLU) de la commune de MUTTERSHOLTZ,PLU,74a1152d00062069c9290dee2489e046,01/11/2024 18:00:06,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/74a1152d00062069c9290dee2489e046/files/67311_reglement_20241008.pdf,2026-08-12,document trouvé
Mutzenhouse,67312,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Mutzig,67313,246701064,Plan Local d'Urbanisme (PLU) de la commune de MUTZIG,PLU,3b6464195e71f5bd0a3be8afedaf43be,11/03/2026 18:57:07,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/3b6464195e71f5bd0a3be8afedaf43be/files/67313_reglement_20260224.pdf,2026-08-12,document trouvé
Natzwiller,67314,246700306,,,,,,,2026-08-12,RNU confirmé
Neewiller-près-Lauterbourg,67315,200041283,Plan Local d'Urbanisme (PLU) de la commune de NEEWILLER-PRES-LAUTERBOURG,PLU,31f78291a0bb24644dca69484d482c4f,15/07/2024 16:06:52,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/31f78291a0bb24644dca69484d482c4f/files/67315_reglement_20240704.pdf,2026-08-12,document trouvé
Neubois,67317,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Neuhaeusel,67319,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Neuve-Église,67320,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Neuviller-la-Roche,67321,246700306,Carte Communale (CC) de la commune de NEUVILLER-LA-ROCHE,CC,62c5953428f2362691f4f2828ad6dbbb,01/10/2019 08:49:02,commune,,2026-08-12,document trouvé
Neuwiller-lès-Saverne,67322,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Niederbronn-les-Bains,67324,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Niederhaslach,67325,246701064,Plan Local d'Urbanisme (PLU) de la commune de NIEDERHASLACH,PLU,e24d5b7bfc109965942a09a4f9e01760,17/10/2022 16:42:06,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/e24d5b7bfc109965942a09a4f9e01760/files/67325_reglement_20201102.pdf,2026-08-12,document trouvé
Niederhausbergen,67326,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Niederlauterbach,67327,200041283,Plan Local d'Urbanisme (PLU) de la commune de NIEDERLAUTERBACH,PLU,ca84fda748e905528fde6670420367c7,02/02/2024 08:13:05,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/ca84fda748e905528fde6670420367c7/files/67327_reglement_20231212.pdf,2026-08-12,document trouvé
Niedermodern,67328,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Niedernai,67329,246701080,Plan Local d'Urbanisme (PLU) de la commune de NIEDERNAI,PLU,712f0fae0fee0e49bf7d0bbd7e3d0b47,11/12/2023 18:32:25,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/712f0fae0fee0e49bf7d0bbd7e3d0b47/files/67329_reglement_20230927.pdf,2026-08-12,document trouvé
Niederrœdern,67330,200041283,,,,,,,2026-08-12,trou de couverture
Niederschaeffolsheim,67331,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Niedersoultzbach,67333,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Niedersteinbach,67334,200013050,,,,,,,2026-08-12,RNU confirmé
Nordheim,67335,200068864,,,,,,,2026-08-12,trou de couverture
Nordhouse,67336,200067924,Plan Local d'Urbanisme (PLU) de la commune de NORDHOUSE,PLU,16e0b404bc7bf3ab4a801444cb15281f,20/07/2026 13:57:48,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/16e0b404bc7bf3ab4a801444cb15281f/files/67336_reglement_20260629.pdf,2026-08-12,document trouvé
Nothalten,67337,200034270,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE BARR,PLUi,d5d57b13334e4b7e4e0bbc3ca70df84f,16/01/2025 15:04:28,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/d5d57b13334e4b7e4e0bbc3ca70df84f/files/200034270_reglement_20250107.pdf,2026-08-12,document trouvé
Obenheim,67338,200067924,Plan Local d'Urbanisme (PLU) de la commune de OBENHEIM,PLU,82f72a525a374f3b60f983d690608854,23/03/2023 16:36:54,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/82f72a525a374f3b60f983d690608854/files/67338_reglement_20230310.pdf,2026-08-12,document trouvé
Betschdorf,67339,200040178,Plan Local d'Urbanisme intercommunal (PLUi) DE L'OUTRE-FORET partie A,PLUi,284928e1449906994f1323c4fc818562,23/07/2026 09:49:19,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/284928e1449906994f1323c4fc818562/files/200040178_reglement_20260629_A.pdf,2026-08-12,document trouvé
Oberbronn,67340,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Oberdorf-Spachbach,67341,200013050,,,,,,,2026-08-12,trou de couverture
Oberhaslach,67342,246701064,Plan Local d’Urbanisme (PLU) de la commune de OBERHASLACH,PLU,4edabff809fffd143cf1e22662469284,04/08/2022 10:44:18,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/4edabff809fffd143cf1e22662469284/files/67342_reglement_20190715.pdf,2026-08-12,document trouvé
Oberhausbergen,67343,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Oberhoffen-lès-Wissembourg,67344,246700926,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE WISSEMBOURG,PLUi,c2e8753ac76f6b65769ace248d30f1ca,11/06/2026 10:23:33,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/c2e8753ac76f6b65769ace248d30f1ca/files/246700926_reglement_20260601.pdf,2026-08-12,document trouvé
Oberhoffen-sur-Moder,67345,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Oberlauterbach,67346,200041283,,,,,,,2026-08-12,trou de couverture
Obermodern-Zutzendorf,67347,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Obernai,67348,246701080,Plan Local d'Urbanisme (PLU) de la commune de OBERNAI,PLU,5608d7490898dd51cae4466a03a53dc4,17/01/2024 13:10:03,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/5608d7490898dd51cae4466a03a53dc4/files/67348_reglement_20231114.pdf,2026-08-12,document trouvé
Oberrœdern,67349,200040178,Plan Local d'Urbanisme intercommunal (PLUi) DE L'OUTRE-FORET partie A,PLUi,284928e1449906994f1323c4fc818562,23/07/2026 09:49:19,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/284928e1449906994f1323c4fc818562/files/200040178_reglement_20260629_A.pdf,2026-08-12,document trouvé
Oberschaeffolsheim,67350,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Seebach,67351,246700926,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE WISSEMBOURG,PLUi,c2e8753ac76f6b65769ace248d30f1ca,11/06/2026 10:23:33,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/c2e8753ac76f6b65769ace248d30f1ca/files/246700926_reglement_20260601.pdf,2026-08-12,document trouvé
Obersoultzbach,67352,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Obersteinbach,67353,200013050,Plan Local d'Urbanisme (PLU) de la commune de OBERSTEINBACH,PLU,ebd7767a1bbed1e10afd1cfc704d1784,15/03/2019 15:45:52,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/ebd7767a1bbed1e10afd1cfc704d1784/files/67353_reglement_20190215.pdf,2026-08-12,document trouvé
Odratzheim,67354,200068864,Plan Local d'Urbanisme (PLU) de la commune de ODRATZHEIM,PLU,bce6875707d6b004c7458a6eb6e9eb51,21/06/2024 09:21:40,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/bce6875707d6b004c7458a6eb6e9eb51/files/67354_reglement_20240606.pdf,2026-08-12,document trouvé
Oermingen,67355,200067841,Plan Local d'Urbanisme (PLU) de la commune de OERMINGEN,PLU,548c5cb943267914422c568633fdab33,14/09/2023 17:06:28,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/548c5cb943267914422c568633fdab33/files/67355_reglement_20230711.pdf,2026-08-12,document trouvé
Offendorf,67356,200041325,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS RHENAN,PLUi,b5ae1da72ed7f5ecf4aa179df33e1076,13/10/2025 09:14:53,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/b5ae1da72ed7f5ecf4aa179df33e1076/files/200041325_reglement_20250929.pdf,2026-08-12,document trouvé
Offwiller,67358,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Ohlungen,67359,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Ohnenheim,67360,200030526,,,,,,,2026-08-12,trou de couverture
Olwisheim,67361,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Orschwiller,67362,246700967,Plan Local d'Urbanisme (PLU) de la commune de ORSCHWILLER,PLU,fd419c1717ad13a6650f74fad3883435,23/07/2025 10:36:18,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/fd419c1717ad13a6650f74fad3883435/files/67362_reglement_20250618.pdf,2026-08-12,document trouvé
Osthoffen,67363,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Osthouse,67364,200067924,Plan Local d'Urbanisme (PLU) de la commune de OSTHOUSE,PLU,07018dc02428aa20b32aad3b37241eb6,22/05/2024 17:07:51,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/07018dc02428aa20b32aad3b37241eb6/files/67364_reglement_20240423.pdf,2026-08-12,document trouvé
Ostwald,67365,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Ottersthal,67366,200068112,Plan Local d'Urbanisme (PLU) de la commune de OTTERSTHAL,PLU,ec055b21f1e1c44724b7e03c7123129b,15/02/2021 20:24:47,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/ec055b21f1e1c44724b7e03c7123129b/files/67366_reglement_20200309.pdf,2026-08-12,document trouvé
Otterswiller,67367,200068112,Plan Local d'Urbanisme (PLU) de la commune de OTTERSWILLER,PLU,dea866c46a22716ab9d17f611eb7a7d4,17/02/2026 14:22:15,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/dea866c46a22716ab9d17f611eb7a7d4/files/67367_reglement_20260129.pdf,2026-08-12,document trouvé
Ottrott,67368,246700744,,,,,,,2026-08-12,trou de couverture
Ottwiller,67369,200067841,Carte Communale (CC) de la commune de OTTWILLER,CC,265aebae7cf8d999b5cba7f4e02a24b6,22/01/2021 10:36:30,commune,,2026-08-12,document trouvé
Petersbach,67370,200067783,,,,,,,2026-08-12,trou de couverture
La Petite-Pierre,67371,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Val-de-Moder,67372,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Pfalzweyer,67373,200067783,,,,,,,2026-08-12,trou de couverture
